cache_size,block_size,associativity,lru_fifo,num_lines,hits,misses,replacements,hit_rate,num_requests
1048576,256,1,lru,4096,359615,156068,155812,0.697357,515683
1048576,256,2,lru,4096,432073,83610,83098,0.837866,515683
1048576,256,4,lru,4096,461899,53784,52760,0.895703,515683
1048576,256,8,lru,4096,473011,42672,40627,0.917251,515683
1048576,256,16,lru,4096,475901,39782,36125,0.922856,515683
1048576,256,32,lru,4096,480445,35238,31989,0.931667,515683
1048576,256,64,lru,4096,482514,33169,29073,0.935679,515683
1048576,256,128,lru,4096,493893,21790,17694,0.957745,515683
1048576,256,256,lru,4096,504135,11548,7452,0.977606,515683
1048576,512,1,lru,2048,395661,120022,119510,0.767256,515683
1048576,512,2,lru,2048,452259,63424,62400,0.87701,515683
1048576,512,4,lru,2048,471818,43865,41849,0.914938,515683
1048576,512,8,lru,2048,478066,37617,35705,0.927054,515683
1048576,512,16,lru,2048,481481,34202,32154,0.933676,515683
1048576,512,32,lru,2048,493221,22462,20414,0.956442,515683
1048576,512,64,lru,2048,503829,11854,9806,0.977013,515683
1048576,512,128,lru,2048,509380,6303,4255,0.987777,515683
1048576,512,256,lru,2048,512206,3477,1429,0.993257,515683
1048576,1024,1,lru,1024,414644,101039,100046,0.804068,515683
1048576,1024,2,lru,1024,466336,49347,48361,0.904307,515683
1048576,1024,4,lru,1024,478935,36748,35724,0.928739,515683
1048576,1024,8,lru,1024,492169,23514,22490,0.954402,515683
1048576,1024,16,lru,1024,503220,12463,11439,0.975832,515683
1048576,1024,32,lru,1024,509085,6598,5574,0.987205,515683
1048576,1024,64,lru,1024,512062,3621,2597,0.992978,515683
1048576,1024,128,lru,1024,513637,2046,1022,0.996032,515683
1048576,1024,256,lru,1024,514470,1213,189,0.997648,515683
1048576,2048,1,lru,512,440716,74967,74455,0.854626,515683
1048576,2048,2,lru,512,487547,28136,27624,0.945439,515683
1048576,2048,4,lru,512,502022,13661,13149,0.973509,515683
1048576,2048,8,lru,512,508483,7200,6688,0.986038,515683
1048576,2048,16,lru,512,511774,3909,3397,0.99242,515683
1048576,2048,32,lru,512,513498,2185,1673,0.995763,515683
1048576,2048,64,lru,512,514397,1286,774,0.997506,515683
1048576,2048,128,lru,512,514877,806,294,0.998437,515683
1048576,2048,256,lru,512,515160,523,16,0.998986,515683
1048576,4096,1,lru,256,484065,31618,31362,0.938687,515683
1048576,4096,2,lru,256,505400,10283,10027,0.980059,515683
1048576,4096,4,lru,256,510978,4705,4449,0.990876,515683
1048576,4096,8,lru,256,513146,2537,2281,0.99508,515683
1048576,4096,16,lru,256,514242,1441,1185,0.997206,515683
1048576,4096,32,lru,256,514796,887,631,0.99828,515683
1048576,4096,64,lru,256,515112,571,315,0.998893,515683
1048576,4096,128,lru,256,515274,409,153,0.999207,515683
1048576,4096,256,lru,256,515384,299,43,0.99942,515683
4,4,1,fifo,1,26971,488712,488711,0.0523015,515683
8,4,1,fifo,2,29090,486593,486591,0.0564106,515683
8,4,2,fifo,2,53491,462192,462190,0.103728,515683
8,8,1,fifo,1,40376,475307,475306,0.0782962,515683
16,4,1,fifo,4,28549,487134,487130,0.0553615,515683
16,4,2,fifo,4,53952,461731,461727,0.104622,515683
16,4,4,fifo,4,74757,440926,440922,0.144967,515683
16,8,1,fifo,2,35027,480656,480654,0.0679235,515683
16,8,2,fifo,2,68280,447403,447401,0.132407,515683
16,16,1,fifo,1,134248,381435,381434,0.26033,515683
32,4,1,fifo,8,28549,487134,487130,0.0553615,515683
32,4,2,fifo,8,53364,462319,462311,0.103482,515683
32,4,4,fifo,8,75428,440255,440247,0.146268,515683
32,4,8,fifo,8,121633,394050,394042,0.235868,515683
32,8,1,fifo,4,36092,479591,479587,0.0699887,515683
32,8,2,fifo,4,64685,450998,450994,0.125436,515683
32,8,4,fifo,4,90947,424736,424732,0.176362,515683
32,16,1,fifo,2,65861,449822,449820,0.127716,515683
32,16,2,fifo,2,177007,338676,338674,0.343248,515683
32,32,1,fifo,1,201094,314589,314588,0.389957,515683
64,4,1,fifo,16,28549,487134,487130,0.0553615,515683
64,4,2,fifo,16,53364,462319,462311,0.103482,515683
64,4,4,fifo,16,74808,440875,440859,0.145066,515683
64,4,8,fifo,16,123136,392547,392531,0.238782,515683
64,4,16,fifo,16,226133,289550,289534,0.438512,515683
64,8,1,fifo,8,35206,480477,480469,0.0682706,515683
64,8,2,fifo,8,64916,450767,450759,0.125884,515683
64,8,4,fifo,8,89704,425979,425971,0.173952,515683
64,8,8,fifo,8,139936,375747,375739,0.271361,515683
64,16,1,fifo,4,61752,453931,453927,0.119748,515683
64,16,2,fifo,4,94043,421640,421636,0.182366,515683
64,16,4,fifo,4,218601,297082,297078,0.423906,515683
64,32,1,fifo,2,169317,346366,346364,0.328335,515683
64,32,2,fifo,2,256226,259457,259455,0.496867,515683
64,64,1,fifo,1,253640,262043,262042,0.491853,515683
128,4,1,fifo,32,28549,487134,487130,0.0553615,515683
128,4,2,fifo,32,53364,462319,462311,0.103482,515683
128,4,4,fifo,32,74808,440875,440859,0.145066,515683
128,4,8,fifo,32,123142,392541,392509,0.238794,515683
128,4,16,fifo,32,226923,288760,288728,0.440044,515683
128,4,32,fifo,32,359304,156379,156347,0.696754,515683
128,8,1,fifo,16,35206,480477,480469,0.0682706,515683
128,8,2,fifo,16,63943,451740,451724,0.123997,515683
128,8,4,fifo,16,89736,425947,425931,0.174014,515683
128,8,8,fifo,16,139394,376289,376273,0.270309,515683
128,8,16,fifo,16,243385,272298,272282,0.471966,515683
128,16,1,fifo,8,62579,453104,453096,0.121352,515683
128,16,2,fifo,8,92490,423193,423185,0.179354,515683
128,16,4,fifo,8,142678,373005,372997,0.276678,515683
128,16,8,fifo,8,294678,221005,220997,0.571432,515683
128,32,1,fifo,4,95967,419716,419712,0.186097,515683
128,32,2,fifo,4,225388,290295,290291,0.437067,515683
128,32,4,fifo,4,310132,205551,205547,0.6014,515683
128,64,1,fifo,2,247652,268031,268029,0.480241,515683
128,64,2,fifo,2,312050,203633,203631,0.60512,515683
128,128,1,fifo,1,284790,230893,230892,0.552258,515683
256,4,1,fifo,64,28549,487134,487130,0.0553615,515683
256,4,2,fifo,64,53364,462319,462311,0.103482,515683
256,4,4,fifo,64,74808,440875,440859,0.145066,515683
256,4,8,fifo,64,123142,392541,392509,0.238794,515683
256,4,16,fifo,64,225886,289797,289733,0.438033,515683
256,4,32,fifo,64,359381,156302,156238,0.696903,515683
256,4,64,fifo,64,422674,93009,92945,0.819639,515683
256,8,1,fifo,32,35206,480477,480469,0.0682706,515683
256,8,2,fifo,32,63943,451740,451724,0.123997,515683
256,8,4,fifo,32,88617,427066,427034,0.171844,515683
256,8,8,fifo,32,139530,376153,376121,0.270573,515683
256,8,16,fifo,32,242951,272732,272700,0.471125,515683
256,8,32,fifo,32,375709,139974,139942,0.728566,515683
256,16,1,fifo,16,61817,453866,453850,0.119874,515683
256,16,2,fifo,16,92611,423072,423056,0.179589,515683
256,16,4,fifo,16,141990,373693,373677,0.275344,515683
256,16,8,fifo,16,243520,272163,272147,0.472228,515683
256,16,16,fifo,16,372856,142827,142811,0.723033,515683
256,32,1,fifo,8,93451,422232,422224,0.181218,515683
256,32,2,fifo,8,153606,362077,362069,0.297869,515683
256,32,4,fifo,8,284125,231558,231550,0.550968,515683
256,32,8,fifo,8,373439,142244,142236,0.724164,515683
256,64,1,fifo,4,219159,296524,296520,0.424988,515683
256,64,2,fifo,4,305633,210050,210046,0.592676,515683
256,64,4,fifo,4,361647,154036,154032,0.701297,515683
256,128,1,fifo,2,309461,206222,206220,0.600099,515683
256,128,2,fifo,2,341315,174368,174366,0.66187,515683
256,256,1,fifo,1,304584,211099,211098,0.590642,515683
512,4,1,fifo,128,28549,487134,487130,0.0553615,515683
512,4,2,fifo,128,53364,462319,462311,0.103482,515683
512,4,4,fifo,128,74808,440875,440859,0.145066,515683
512,4,8,fifo,128,123142,392541,392509,0.238794,515683
512,4,16,fifo,128,225886,289797,289733,0.438033,515683
512,4,32,fifo,128,357862,157821,157693,0.693957,515683
512,4,64,fifo,128,422292,93391,93263,0.818898,515683
512,4,128,fifo,128,451108,64575,64447,0.874778,515683
512,8,1,fifo,64,35206,480477,480469,0.0682706,515683
512,8,2,fifo,64,63943,451740,451724,0.123997,515683
512,8,4,fifo,64,88617,427066,427034,0.171844,515683
512,8,8,fifo,64,138230,377453,377389,0.268052,515683
512,8,16,fifo,64,242963,272720,272656,0.471148,515683
512,8,32,fifo,64,370984,144699,144635,0.719403,515683
512,8,64,fifo,64,439638,76045,75981,0.852535,515683
512,16,1,fifo,32,61817,453866,453850,0.119874,515683
512,16,2,fifo,32,91506,424177,424145,0.177446,515683
512,16,4,fifo,32,142260,373423,373391,0.275867,515683
512,16,8,fifo,32,243623,272060,272028,0.472428,515683
512,16,16,fifo,32,376430,139253,139221,0.729964,515683
512,16,32,fifo,32,446868,68815,68783,0.866556,515683
512,32,1,fifo,16,93813,421870,421854,0.18192,515683
512,32,2,fifo,16,153042,362641,362625,0.296775,515683
512,32,4,fifo,16,250026,265657,265641,0.484844,515683
512,32,8,fifo,16,376130,139553,139537,0.729382,515683
512,32,16,fifo,16,443386,72297,72281,0.859803,515683
512,64,1,fifo,8,156984,358699,358691,0.30442,515683
512,64,2,fifo,8,285672,230011,230003,0.553968,515683
512,64,4,fifo,8,373399,142284,142276,0.724086,515683
512,64,8,fifo,8,422990,92693,92685,0.820252,515683
512,128,1,fifo,4,312724,202959,202955,0.606427,515683
512,128,2,fifo,4,367085,148598,148594,0.711842,515683
512,128,4,fifo,4,389802,125881,125877,0.755895,515683
512,256,1,fifo,2,333911,181772,181770,0.647512,515683
512,256,2,fifo,2,360327,155356,155354,0.698737,515683
512,512,1,fifo,1,310774,204909,204908,0.602645,515683
1024,4,1,fifo,256,28549,487134,487130,0.0553615,515683
1024,4,2,fifo,256,53364,462319,462311,0.103482,515683
1024,4,4,fifo,256,74808,440875,440859,0.145066,515683
1024,4,8,fifo,256,123142,392541,392509,0.238794,515683
1024,4,16,fifo,256,225886,289797,289733,0.438033,515683
1024,4,32,fifo,256,357862,157821,157693,0.693957,515683
1024,4,64,fifo,256,420416,95267,95011,0.815261,515683
1024,4,128,fifo,256,450606,65077,64821,0.873804,515683
1024,4,256,fifo,256,467207,48476,48220,0.905997,515683
1024,8,1,fifo,128,35206,480477,480469,0.0682706,515683
1024,8,2,fifo,128,63943,451740,451724,0.123997,515683
1024,8,4,fifo,128,88617,427066,427034,0.171844,515683
1024,8,8,fifo,128,138230,377453,377389,0.268052,515683
1024,8,16,fifo,128,241488,274195,274067,0.468288,515683
1024,8,32,fifo,128,371183,144500,144372,0.719789,515683
1024,8,64,fifo,128,433607,82076,81948,0.84084,515683
1024,8,128,fifo,128,467649,48034,47906,0.906854,515683
1024,16,1,fifo,64,61817,453866,453850,0.119874,515683
1024,16,2,fifo,64,91506,424177,424145,0.177446,515683
1024,16,4,fifo,64,141257,374426,374362,0.273922,515683
1024,16,8,fifo,64,244172,271511,271447,0.473492,515683
1024,16,16,fifo,64,372392,143291,143227,0.722134,515683
1024,16,32,fifo,64,439218,76465,76401,0.851721,515683
1024,16,64,fifo,64,477184,38499,38435,0.925344,515683
1024,32,1,fifo,32,92775,422908,422876,0.179907,515683
1024,32,2,fifo,32,153200,362483,362451,0.297082,515683
1024,32,4,fifo,32,250960,264723,264691,0.486656,515683
1024,32,8,fifo,32,362731,152952,152920,0.703399,515683
1024,32,16,fifo,32,444431,71252,71220,0.86183,515683
1024,32,32,fifo,32,477635,38048,38016,0.926218,515683
1024,64,1,fifo,16,156418,359265,359249,0.303322,515683
1024,64,2,fifo,16,265627,250056,250040,0.515097,515683
1024,64,4,fifo,16,368479,147204,147188,0.714546,515683
1024,64,8,fifo,16,442079,73604,73588,0.857269,515683
1024,64,16,fifo,16,471460,44223,44207,0.914244,515683
1024,128,1,fifo,8,296358,219325,219317,0.57469,515683
1024,128,2,fifo,8,375481,140202,140194,0.728124,515683
1024,128,4,fifo,8,426396,89287,89279,0.826857,515683
1024,128,8,fifo,8,450643,65040,65032,0.873876,515683
1024,256,1,fifo,4,364442,151241,151237,0.706717,515683
1024,256,2,fifo,4,393248,122435,122431,0.762577,515683
1024,256,4,fifo,4,410543,105140,105136,0.796115,515683
1024,512,1,fifo,2,350628,165055,165053,0.679929,515683
1024,512,2,fifo,2,366603,149080,149078,0.710908,515683
1024,1024,1,fifo,1,322499,193184,193183,0.625382,515683
2048,4,1,fifo,512,28549,487134,487130,0.0553615,515683
2048,4,2,fifo,512,53364,462319,462311,0.103482,515683
2048,4,4,fifo,512,74808,440875,440859,0.145066,515683
2048,4,8,fifo,512,123142,392541,392509,0.238794,515683
2048,4,16,fifo,512,225886,289797,289733,0.438033,515683
2048,4,32,fifo,512,357862,157821,157693,0.693957,515683
2048,4,64,fifo,512,420416,95267,95011,0.815261,515683
2048,4,128,fifo,512,448875,66808,66296,0.870448,515683
2048,4,256,fifo,512,466353,49330,48818,0.90434,515683
2048,8,1,fifo,256,35206,480477,480469,0.0682706,515683
2048,8,2,fifo,256,63943,451740,451724,0.123997,515683
2048,8,4,fifo,256,88617,427066,427034,0.171844,515683
2048,8,8,fifo,256,138230,377453,377389,0.268052,515683
2048,8,16,fifo,256,241488,274195,274067,0.468288,515683
2048,8,32,fifo,256,369535,146148,145892,0.716593,515683
2048,8,64,fifo,256,432789,82894,82638,0.839254,515683
2048,8,128,fifo,256,458727,56956,56700,0.889552,515683
2048,8,256,fifo,256,481480,34203,33947,0.933674,515683
2048,16,1,fifo,128,61817,453866,453850,0.119874,515683
2048,16,2,fifo,128,91506,424177,424145,0.177446,515683
2048,16,4,fifo,128,141257,374426,374362,0.273922,515683
2048,16,8,fifo,128,242801,272882,272754,0.470834,515683
2048,16,16,fifo,128,371950,143733,143605,0.721276,515683
2048,16,32,fifo,128,432012,83671,83543,0.837747,515683
2048,16,64,fifo,128,467368,48315,48187,0.906309,515683
2048,16,128,fifo,128,492459,23224,23096,0.954965,515683
2048,32,1,fifo,64,92775,422908,422876,0.179907,515683
2048,32,2,fifo,64,152019,363664,363600,0.294792,515683
2048,32,4,fifo,64,250945,264738,264674,0.486626,515683
2048,32,8,fifo,64,364842,150841,150777,0.707493,515683
2048,32,16,fifo,64,438906,76777,76713,0.851116,515683
2048,32,32,fifo,64,476859,38824,38760,0.924713,515683
2048,32,64,fifo,64,494736,20947,20883,0.95938,515683
2048,64,1,fifo,32,156548,359135,359103,0.303574,515683
2048,64,2,fifo,32,266187,249496,249464,0.516183,515683
2048,64,4,fifo,32,364983,150700,150668,0.707766,515683
2048,64,8,fifo,32,446024,69659,69627,0.864919,515683
2048,64,16,fifo,32,478090,37593,37561,0.927101,515683
2048,64,32,fifo,32,492761,22922,22890,0.95555,515683
2048,128,1,fifo,16,263526,252157,252141,0.511023,515683
2048,128,2,fifo,16,370656,145027,145011,0.718767,515683
2048,128,4,fifo,16,443819,71864,71848,0.860643,515683
2048,128,8,fifo,16,469762,45921,45905,0.910951,515683
2048,128,16,fifo,16,485525,30158,30142,0.941518,515683
2048,256,1,fifo,8,374985,140698,140690,0.727162,515683
2048,256,2,fifo,8,422686,92997,92989,0.819662,515683
2048,256,4,fifo,8,447559,68124,68116,0.867896,515683
2048,256,8,fifo,8,465204,50479,50471,0.902112,515683
2048,512,1,fifo,4,374532,141151,141147,0.726283,515683
2048,512,2,fifo,4,407230,108453,108449,0.789691,515683
2048,512,4,fifo,4,417860,97823,97819,0.810304,515683
2048,1024,1,fifo,2,354292,161391,161389,0.687034,515683
2048,1024,2,fifo,2,383844,131839,131837,0.744341,515683
2048,2048,1,fifo,1,323968,191715,191714,0.628231,515683
4096,4,1,fifo,1024,28549,487134,487130,0.0553615,515683
4096,4,2,fifo,1024,53364,462319,462311,0.103482,515683
4096,4,4,fifo,1024,74808,440875,440859,0.145066,515683
4096,4,8,fifo,1024,123142,392541,392509,0.238794,515683
4096,4,16,fifo,1024,225886,289797,289733,0.438033,515683
4096,4,32,fifo,1024,357862,157821,157693,0.693957,515683
4096,4,64,fifo,1024,420416,95267,95011,0.815261,515683
4096,4,128,fifo,1024,448875,66808,66296,0.870448,515683
4096,4,256,fifo,1024,464308,51375,50351,0.900375,515683
4096,8,1,fifo,512,35206,480477,480469,0.0682706,515683
4096,8,2,fifo,512,63943,451740,451724,0.123997,515683
4096,8,4,fifo,512,88617,427066,427034,0.171844,515683
4096,8,8,fifo,512,138230,377453,377389,0.268052,515683
4096,8,16,fifo,512,241488,274195,274067,0.468288,515683
4096,8,32,fifo,512,369535,146148,145892,0.716593,515683
4096,8,64,fifo,512,430787,84896,84384,0.835372,515683
4096,8,128,fifo,512,457881,57802,57290,0.887912,515683
4096,8,256,fifo,512,471113,44570,44058,0.913571,515683
4096,16,1,fifo,256,61817,453866,453850,0.119874,515683
4096,16,2,fifo,256,91506,424177,424145,0.177446,515683
4096,16,4,fifo,256,141257,374426,374362,0.273922,515683
4096,16,8,fifo,256,242801,272882,272754,0.470834,515683
4096,16,16,fifo,256,370563,145120,144864,0.718587,515683
4096,16,32,fifo,256,431197,84486,84230,0.836167,515683
4096,16,64,fifo,256,458607,57076,56820,0.88932,515683
4096,16,128,fifo,256,481424,34259,34003,0.933566,515683
4096,16,256,fifo,256,498002,17681,17425,0.965713,515683
4096,32,1,fifo,128,92775,422908,422876,0.179907,515683
4096,32,2,fifo,128,152019,363664,363600,0.294792,515683
4096,32,4,fifo,128,249988,265695,265567,0.484771,515683
4096,32,8,fifo,128,364673,151010,150882,0.707165,515683
4096,32,16,fifo,128,432097,83586,83458,0.837912,515683
4096,32,32,fifo,128,467418,48265,48137,0.906406,515683
4096,32,64,fifo,128,492447,23236,23108,0.954941,515683
4096,32,128,fifo,128,503539,12144,12016,0.976451,515683
4096,64,1,fifo,64,155275,360408,360344,0.301106,515683
4096,64,2,fifo,64,266314,249369,249305,0.51643,515683
4096,64,4,fifo,64,371062,144621,144557,0.719554,515683
4096,64,8,fifo,64,439589,76094,76030,0.85244,515683
4096,64,16,fifo,64,477021,38662,38598,0.925028,515683
4096,64,32,fifo,64,495193,20490,20426,0.960266,515683
4096,64,64,fifo,64,504473,11210,11146,0.978262,515683
4096,128,1,fifo,32,265443,250240,250208,0.514741,515683
4096,128,2,fifo,32,369756,145927,145895,0.717022,515683
4096,128,4,fifo,32,444653,71030,70998,0.86226,515683
4096,128,8,fifo,32,477717,37966,37934,0.926377,515683
4096,128,16,fifo,32,492303,23380,23348,0.954662,515683
4096,128,32,fifo,32,500949,14734,14702,0.971428,515683
4096,256,1,fifo,16,373508,142175,142159,0.724298,515683
4096,256,2,fifo,16,440081,75602,75586,0.853394,515683
4096,256,4,fifo,16,469181,46502,46486,0.909824,515683
4096,256,8,fifo,16,483044,32639,32623,0.936707,515683
4096,256,16,fifo,16,493485,22198,22182,0.956954,515683
4096,512,1,fifo,8,405019,110664,110656,0.785403,515683
4096,512,2,fifo,8,441562,74121,74113,0.856266,515683
4096,512,4,fifo,8,463975,51708,51700,0.899729,515683
4096,512,8,fifo,8,469814,45869,45861,0.911052,515683
4096,1024,1,fifo,4,381039,134644,134640,0.738902,515683
4096,1024,2,fifo,4,408895,106788,106784,0.792919,515683
4096,1024,4,fifo,4,440444,75239,75235,0.854098,515683
4096,2048,1,fifo,2,378765,136918,136916,0.734492,515683
4096,2048,2,fifo,2,386360,129323,129321,0.74922,515683
4096,4096,1,fifo,1,324999,190684,190683,0.63023,515683
8192,4,1,fifo,2048,28549,487134,487130,0.0553615,515683
8192,4,2,fifo,2048,53364,462319,462311,0.103482,515683
8192,4,4,fifo,2048,74808,440875,440859,0.145066,515683
8192,4,8,fifo,2048,123142,392541,392509,0.238794,515683
8192,4,16,fifo,2048,225886,289797,289733,0.438033,515683
8192,4,32,fifo,2048,357862,157821,157693,0.693957,515683
8192,4,64,fifo,2048,420416,95267,95011,0.815261,515683
8192,4,128,fifo,2048,448875,66808,66296,0.870448,515683
8192,4,256,fifo,2048,464308,51375,50351,0.900375,515683
8192,8,1,fifo,1024,35206,480477,480469,0.0682706,515683
8192,8,2,fifo,1024,63943,451740,451724,0.123997,515683
8192,8,4,fifo,1024,88617,427066,427034,0.171844,515683
8192,8,8,fifo,1024,138230,377453,377389,0.268052,515683
8192,8,16,fifo,1024,241488,274195,274067,0.468288,515683
8192,8,32,fifo,1024,369535,146148,145892,0.716593,515683
8192,8,64,fifo,1024,430787,84896,84384,0.835372,515683
8192,8,128,fifo,1024,455526,60157,59133,0.883345,515683
8192,8,256,fifo,1024,470121,45562,44538,0.911647,515683
8192,16,1,fifo,512,61817,453866,453850,0.119874,515683
8192,16,2,fifo,512,91506,424177,424145,0.177446,515683
8192,16,4,fifo,512,141257,374426,374362,0.273922,515683
8192,16,8,fifo,512,242801,272882,272754,0.470834,515683
8192,16,16,fifo,512,370563,145120,144864,0.718587,515683
8192,16,32,fifo,512,429301,86382,85870,0.83249,515683
8192,16,64,fifo,512,457713,57970,57458,0.887586,515683
8192,16,128,fifo,512,471082,44601,44089,0.913511,515683
8192,16,256,fifo,512,486692,28991,28479,0.943781,515683
8192,32,1,fifo,256,92775,422908,422876,0.179907,515683
8192,32,2,fifo,256,152019,363664,363600,0.294792,515683
8192,32,4,fifo,256,249988,265695,265567,0.484771,515683
8192,32,8,fifo,256,363159,152524,152268,0.704229,515683
8192,32,16,fifo,256,431380,84303,84047,0.836522,515683
8192,32,32,fifo,256,458616,57067,56811,0.889337,515683
8192,32,64,fifo,256,481361,34322,34066,0.933444,515683
8192,32,128,fifo,256,498029,17654,17398,0.965766,515683
8192,32,256,fifo,256,506357,9326,9070,0.981915,515683
8192,64,1,fifo,128,155275,360408,360344,0.301106,515683
8192,64,2,fifo,128,264898,250785,250657,0.513684,515683
8192,64,4,fifo,128,370919,144764,144636,0.719277,515683
8192,64,8,fifo,128,432461,83222,83094,0.838618,515683
8192,64,16,fifo,128,467637,48046,47918,0.90683,515683
8192,64,32,fifo,128,492141,23542,23414,0.954348,515683
8192,64,64,fifo,128,503486,12197,12069,0.976348,515683
8192,64,128,fifo,128,508932,6751,6623,0.986909,515683
8192,128,1,fifo,64,265474,250209,250145,0.514801,515683
8192,128,2,fifo,64,367838,147845,147781,0.713303,515683
8192,128,4,fifo,64,440259,75424,75360,0.85374,515683
8192,128,8,fifo,64,476526,39157,39093,0.924068,515683
8192,128,16,fifo,64,494483,21200,21136,0.958889,515683
8192,128,32,fifo,64,504365,11318,11254,0.978052,515683
8192,128,64,fifo,64,509519,6164,6100,0.988047,515683
8192,256,1,fifo,32,363803,151880,151848,0.705478,515683
8192,256,2,fifo,32,442484,73199,73167,0.858054,515683
8192,256,4,fifo,32,474233,41450,41418,0.919621,515683
8192,256,8,fifo,32,492448,23235,23203,0.954943,515683
8192,256,16,fifo,32,500577,15106,15074,0.970707,515683
8192,256,32,fifo,32,505521,10162,10130,0.980294,515683
8192,512,1,fifo,16,416076,99607,99591,0.806845,515683
8192,512,2,fifo,16,456270,59413,59397,0.884788,515683
8192,512,4,fifo,16,479722,35961,35945,0.930265,515683
8192,512,8,fifo,16,490155,25528,25512,0.950497,515683
8192,512,16,fifo,16,497033,18650,18634,0.963834,515683
8192,1024,1,fifo,8,401138,114545,114537,0.777877,515683
8192,1024,2,fifo,8,431826,83857,83849,0.837387,515683
8192,1024,4,fifo,8,466207,49476,49468,0.904057,515683
8192,1024,8,fifo,8,481380,34303,34295,0.93348,515683
8192,2048,1,fifo,4,409343,106340,106336,0.793788,515683
8192,2048,2,fifo,4,445015,70668,70664,0.862962,515683
8192,2048,4,fifo,4,444313,71370,71366,0.861601,515683
8192,4096,1,fifo,2,357507,158176,158174,0.693269,515683
8192,4096,2,fifo,2,387995,127688,127686,0.752391,515683
16384,4,1,fifo,4096,28549,487134,487130,0.0553615,515683
16384,4,2,fifo,4096,53364,462319,462311,0.103482,515683
16384,4,4,fifo,4096,74808,440875,440859,0.145066,515683
16384,4,8,fifo,4096,123142,392541,392509,0.238794,515683
16384,4,16,fifo,4096,225886,289797,289733,0.438033,515683
16384,4,32,fifo,4096,357862,157821,157693,0.693957,515683
16384,4,64,fifo,4096,420416,95267,95011,0.815261,515683
16384,4,128,fifo,4096,448875,66808,66296,0.870448,515683
16384,4,256,fifo,4096,464308,51375,50351,0.900375,515683
16384,8,1,fifo,2048,35206,480477,480469,0.0682706,515683
16384,8,2,fifo,2048,63943,451740,451724,0.123997,515683
16384,8,4,fifo,2048,88617,427066,427034,0.171844,515683
16384,8,8,fifo,2048,138230,377453,377389,0.268052,515683
16384,8,16,fifo,2048,241488,274195,274067,0.468288,515683
16384,8,32,fifo,2048,369535,146148,145892,0.716593,515683
16384,8,64,fifo,2048,430787,84896,84384,0.835372,515683
16384,8,128,fifo,2048,455526,60157,59133,0.883345,515683
16384,8,256,fifo,2048,467975,47708,45660,0.907486,515683
16384,16,1,fifo,1024,61817,453866,453850,0.119874,515683
16384,16,2,fifo,1024,91506,424177,424145,0.177446,515683
16384,16,4,fifo,1024,141257,374426,374362,0.273922,515683
16384,16,8,fifo,1024,242801,272882,272754,0.470834,515683
16384,16,16,fifo,1024,370563,145120,144864,0.718587,515683
16384,16,32,fifo,1024,429301,86382,85870,0.83249,515683
16384,16,64,fifo,1024,455626,60057,59033,0.883539,515683
16384,16,128,fifo,1024,470150,45533,44509,0.911704,515683
16384,16,256,fifo,1024,476176,39507,38483,0.923389,515683
16384,32,1,fifo,512,92775,422908,422876,0.179907,515683
16384,32,2,fifo,512,152019,363664,363600,0.294792,515683
16384,32,4,fifo,512,249988,265695,265567,0.484771,515683
16384,32,8,fifo,512,363159,152524,152268,0.704229,515683
16384,32,16,fifo,512,429423,86260,85748,0.832727,515683
16384,32,32,fifo,512,457658,58025,57513,0.887479,515683
16384,32,64,fifo,512,471059,44624,44112,0.913466,515683
16384,32,128,fifo,512,486754,28929,28417,0.943902,515683
16384,32,256,fifo,512,501013,14670,14158,0.971552,515683
16384,64,1,fifo,256,155275,360408,360344,0.301106,515683
16384,64,2,fifo,256,264898,250785,250657,0.513684,515683
16384,64,4,fifo,256,369356,146327,146071,0.716246,515683
16384,64,8,fifo,256,431787,83896,83640,0.837311,515683
16384,64,16,fifo,256,458664,57019,56763,0.88943,515683
16384,64,32,fifo,256,481363,34320,34064,0.933447,515683
16384,64,64,fifo,256,497982,17701,17445,0.965675,515683
16384,64,128,fifo,256,506356,9327,9071,0.981913,515683
16384,64,256,fifo,256,510570,5113,4857,0.990085,515683
16384,128,1,fifo,128,264096,251587,251459,0.512129,515683
16384,128,2,fifo,128,367705,147978,147850,0.713045,515683
16384,128,4,fifo,128,433092,82591,82463,0.839842,515683
16384,128,8,fifo,128,467311,48372,48244,0.906198,515683
16384,128,16,fifo,128,491865,23818,23690,0.953813,515683
16384,128,32,fifo,128,503374,12309,12181,0.976131,515683
16384,128,64,fifo,128,508884,6799,6671,0.986816,515683
16384,128,128,fifo,128,511739,3944,3816,0.992352,515683
16384,256,1,fifo,64,361425,154258,154194,0.700867,515683
16384,256,2,fifo,64,435287,80396,80332,0.844098,515683
16384,256,4,fifo,64,475927,39756,39692,0.922906,515683
16384,256,8,fifo,64,494321,21362,21298,0.958575,515683
16384,256,16,fifo,64,503995,11688,11624,0.977335,515683
16384,256,32,fifo,64,509526,6157,6093,0.98806,515683
16384,256,64,fifo,64,511855,3828,3764,0.992577,515683
16384,512,1,fifo,32,413540,102143,102111,0.801927,515683
16384,512,2,fifo,32,463448,52235,52203,0.898707,515683
16384,512,4,fifo,32,487345,28338,28306,0.945048,515683
16384,512,8,fifo,32,500024,15659,15627,0.969634,515683
16384,512,16,fifo,32,505542,10141,10109,0.980335,515683
16384,512,32,fifo,32,508696,6987,6955,0.986451,515683
